id,product id,review source,traveller name,rating,rating out of,title,body,travelled date,traveller type,link,submitted date,full review
,1C83CD90-A449-4AD5-8113-2395F82A04E5,Trip Advisor,Jose An Marz,5,5,Some trams stations not wheelchair friendly/raised platform.,"Guide was great. Some locations we only got one beer instead of a tasting paddle. Some trams in the area aren't wheelchair accessible, such as Smith Street. Molly Rose is a great spot!",May-21,Friends,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d13395436-r964182928-Melbourne_s_Craft_Beer_Scene_with_Beer_Tastings-Melbourne_Victoria.html,10-Aug-24,"Jose An Marz
Playa del Carmen, Mexico33 contributions
0
Super Attentive people!
I want to congratulate waitress Marielly because she really made our service different this time my daughters were super happy with the deal and she was super attentive unlike all the boys. Congratulations!,
Read more
Automatically translated
Written 10 August 2024
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,1CC38B04-10C6-44BB-8158-51C319264068,Trip Advisor,mmvernick,5,5,Great guide and food,"A great day learning a lot about the history of Casablanca with a great guide, Hicham, and food. Would recommend to get good insights.",Jul-25,Solo,https://www.tripadvisor.com.au/ShowUserReviews-g293732-d15016577-r1022368508-Explore_Casablanca_Highlights_of_Medina_Views_Local_Flavors-Casablanca_Casabla.html,3-Aug-25,"mmvernick
Gold Coast, Australia2 contributions
0
Great guide and food
A great day learning a lot about the history of Casablanca with a great guide, Hicham, and food. Would recommend to get good insights.
Read more
Written 3 August 2025
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,1FEDA572-3128-4DCD-A784-9610DC4F10EF,Trip Advisor,nadège r,5,5,Lovely tour with food and history,"Lovely walking tour across Chinatown highlights, including history museum. Guide was super nice. Had different smaller bites during market visit and walking streets. And the end in the skybar is amazing. Recommended!",Jun-24,Solo,https://www.tripadvisor.com.au/ShowUserReviews-g293916-d11450610-r982247063-Bangkok_Hidden_Gems_Talad_Noi_Chinatown_Street_Food_Tour-Bangkok.html,27-Nov-24,"nadège r
4 contributions
0
Great walk in the heart of Chinatown
Great walk with Pam which is inexhaustible on the history of Bangkok s Chinatown. Many delicious tastings and a surprising discovery, ice cream flavor soy sauce!
Terminal stop at the roof top of a hotel to admire the sunset, a beautiful milent
Read more
Automatically translated
Written 27 November 2024
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,279B9539-E88D-4B84-BB49-5B92C9C27065,Trip Advisor,kitkat0626,5,5,Highly recommend ??,"First time visiting Thailand as a solo traveler. I was extremely surprised to find I was the only participant for the afternoon excursion. My guide Art was absolutely wonderful!!! He was extremely knowledgeable, answered all of my questions, and was so kind.

The EV Tuk Tuk was a great way to explore different parts of Bangkok in the oppressive heat. We also took a quick river ride to visit the very cool flower market that is open 24 hrs.

My favorite spots included the Wang Lang market and Ban Bu community.
Art even made an extra stop to highlight a local temple where imagery was used in the White Lotus. Such a fun fact!!!

Thank you Art for sharing a wonderful day and showcasing some amazing parts of your country’s rich culture ????????",Apr-23,Friends,https://www.tripadvisor.com.au/ShowUserReviews-g293916-d11450609-r996951939-Bangkok_Electric_Tuk_Tuk_Thonburi_Wang_Lang_Food_Tour-Bangkok.html,7-Mar-25,"kitkat0626
Brooklyn, NY20 contributions
0
Highly recommend ??
First time visiting Thailand as a solo traveler. I was extremely surprised to find I was the only participant for the afternoon excursion. My guide Art was absolutely wonderful!!! He was extremely knowledgeable, answered all of my questions, and was so kind.

The EV Tuk Tuk was a great way to explore different parts of Bangkok in the oppressive heat. We also took a quick river ride to visit the very cool flower market that is open 24 hrs.

My favorite spots included the Wang Lang market and Ban Bu community.
Art even made an extra stop to highlight a local temple where imagery was used in the White Lotus. Such a fun fact!!!

Thank you Art for sharing a wonderful day and showcasing some amazing parts of your country’s rich culture ????????
Read more
Written 7 March 2025
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,27D8596A-B0F9-401D-B023-8D1B7B6C31EB,Trip Advisor,Uri S V,5,5,Good experience,It was a great personalised_activitu with some many cultural information. Enjoyable and dinamyc. We tried so manu diferent kind og japanesse food and drink and Yukata was a great tour guide. Good english.,Jul-25,Couples,https://www.tripadvisor.com.au/ShowUserReviews-g1066854-d12923622-r1017566312-Inside_Tokyo_s_Kitchen_Tsukiji_Market_Culinary_Culture_Tour-Shinagawa_Tokyo_T.html,10-Jul-25,"Uri S V
7 contributions
0
Good experience
It was a great personalised_activitu with some many cultural information. Enjoyable and dinamyc. We tried so manu diferent kind og japanesse food and drink and Yukata was a great tour guide. Good english.
Written 10 July 2025
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,307E82C5-1662-4836-8F68-7CB1F7EB8620,Trip Advisor,Ewan,5,5,Highly recommend this tour—and especially Kaffey—for anyone visiting New Orleans!,"We had an absolutely fantastic food tour of the French Quarter with Kaffey! From the moment we met, her warm personality and deep knowledge of New Orleans history made the experience so much more than just tasting incredible food. She wove fascinating stories about the city’s culture and traditions into every stop, helping us appreciate the roots of each dish we tried.

The food itself was outstanding—everything from iconic classics to hidden local gems we never would have found on our own. Kaffey paced the tour perfectly, making sure we had time to enjoy each bite while still keeping the energy and excitement going.

Highly recommend this tour—and especially Kaffey—for anyone visiting New Orleans!",Aug-25,Couples,https://www.tripadvisor.com.au/ShowUserReviews-g60864-d14018016-r1023334250-New_Orleans_Food_Tour_Beignets_Gumbo_French_Quarter-New_Orleans_Louisiana.html,8-Aug-25,"Ewan
Cheltenham, UK2 contributions
0
Highly recommend this tour—and especially Kaffey—for anyone visiting New Orleans!
Aug 2025 • Couples
We had an absolutely fantastic food tour of the French Quarter with Kaffey! From the moment we met, her warm personality and deep knowledge of New Orleans history made the experience so much more than just tasting incredible food. She wove fascinating stories about the city’s culture and traditions into every stop, helping us appreciate the roots of each dish we tried.

The food itself was outstanding—everything from iconic classics to hidden local gems we never would have found on our own. Kaffey paced the tour perfectly, making sure we had time to enjoy each bite while still keeping the energy and excitement going.

Highly recommend this tour—and especially Kaffey—for anyone visiting New Orleans!
Read more
Written 8 August 2025
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,30B8B448-0A49-4E97-AD57-29DFBC2E62A0,Trip Advisor,Katya N,5,5,Memorable and Fun,"A very memorable evening. Our tour guide Aafke was so very knowledgeable and lots of fun. The history, drinks and food were excellent! A great way to meet new people and experience the culture of Madrid. Highly recommend!!!",Aug-25,Family,https://www.tripadvisor.com.au/ShowUserReviews-g187514-d11453514-r1023560292-Tapas_Drinks_Stories_Madrid_by_Night_Food_Tour-Madrid.html,10-Aug-25,"Katya N
1 contribution
0
Memorable and Fun
Aug 2025
A very memorable evening. Our tour guide Aafke was so very knowledgeable and lots of fun. The history, drinks and food were excellent! A great way to meet new people and experience the culture of Madrid. Highly recommend!!!
Read more
Written 10 August 2025
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,31F83328-3C44-4DA0-AB66-E6D9CB853EF5,Trip Advisor,Justin U,5,5,Kristina is amazing! Must do this tour!,"Kristina was the best tour guide ever. She was so knowledgeable, personable and great to be around. Not only did we learn a lot but we also had a great time.",Nov-24,Friends,https://www.tripadvisor.com.au/ShowUserReviews-g33388-d25302102-r980557070-Private_Nightlife_Tour_in_Denver_Culture_History_and_Cocktails-Denver_Colorado.html,15-Nov-24,"Justin U
1 contribution
0
Kristina is amazing! Must do this tour!
Nov 2024 • Friends
Kristina was the best tour guide ever. She was so knowledgeable, personable and great to be around. Not only did we learn a lot but we also had a great time.
Read more
Written 15 November 2024
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,338F57A8-7D16-42F1-902F-479005995511,Trip Advisor,Expedition715694,5,5,Enjoyable and Engaging Walking Tour,"We had a great time exploring the Freedom Trail and more with Allison as our guide—she was super friendly, knowledgeable, and kept the tour engaging! She really brought the history to life with interesting stories and local insights, making the experience enjoyable and educational. I’d definitely recommend Allison if you’re looking for an informative tour with a personable guide!",Jul-25,Family,https://www.tripadvisor.com.au/ShowUserReviews-g60745-d14054565-r1021617837-Explore_Boston_s_Freedom_Trail_Landmarks_Beyond-Boston_Massachusetts.html,29-Jul-25,"Expedition715694
1 contribution
0
Enjoyable and Engaging Walking Tour
July 2025 • Family
We had a great time exploring the Freedom Trail and more with Allison as our guide—she was super friendly, knowledgeable, and kept the tour engaging! She really brought the history to life with interesting stories and local insights, making the experience enjoyable and educational. I’d definitely recommend Allison if you’re looking for an informative tour with a personable guide!
Written 29 July 2025
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,34AF558E-267B-4C85-89A0-0A887EEF3866,Trip Advisor,Leigha J,5,5,Great experience,"Stephania was wonderful! Very informative and engaging - knowledgable and friendly. As I was the only one booked, it was basically a private tour.",Sep-24,Solo,https://www.tripadvisor.com.au/ShowUserReviews-g294458-d15040763-r999509095-Discover_Bucharest_Explore_Hidden_Old_Town_Walking_Tour-Bucharest.html,24-Mar-25,"Leigha J
2 contributions
0
Great experience
Stephania was wonderful! Very informative and engaging - knowledgable and friendly. As I was the only one booked, it was basically a private tour.
Read more
Written 24 March 2025
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,3618BCF4-371D-4164-80FB-117BF6B3D1C6,Trip Advisor,pegi sue spencer,5,5,We had a great time.,Anna was a great tour guide. We loved her. The food & wine were great. My favorite was the meatball at the beginning. It was delicious.,Aug-25,Family,https://www.tripadvisor.com.au/ShowUserReviews-g187497-d11476585-r1023345613-Old_Town_Tapas_Adventure_Eat_and_Drink_Like_a_Local_in_Barcelona-Barcelona_Cat.html,8-Aug-25,"pegi sue spencer
8 contributions
0
We had a great time.
Aug 2025 • Family
Anna was a great tour guide. We loved her. The food & wine were great. My favorite was the meatball at the beginning. It was delicious.
Read more
Written 8 August 2025
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,36D94049-ACDF-4C21-8A36-BF57514FA271,Trip Advisor,David H,5,5,Great tour,"Hi
Went on this tour today with Tristan I was the only one so I was able to tailor the walk to my interest which he was able to do so I had a great time and I appreciated his efforts, thanks.",Mar-21,Solo,https://www.tripadvisor.com.au/ShowUserReviews-g255100-d12577137-r859386137-Melbourne_Private_Bites_and_Sights_with_Skydeck_Entrance-Melbourne_Victoria.html,10-Sep-22,"David H
5 contributions
1
Great tour
Hi
Went on this tour today with Tristan I was the only one so I was able to tailor the walk to my interest which he was able to do so I had a great time and I appreciated his efforts, thanks.
Read more
Written 10 September 2022
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,36F3C6ED-EB3C-4259-9925-1421E0EAF563,Trip Advisor,Karen K,5,5,Great DC Tour with Dee,Perfect amount of time to see all the main attractions. Highly recommend for anyone who wants to see all the sites and do so in 2 hours.,Jul-25,Family,https://www.tripadvisor.com.au/ShowUserReviews-g28970-d13107693-r1021893953-Washington_Private_Pride_Ride_LGBTQIA_History_by_Electric_Cart-Washington_DC_Di.html,31-Jul-25,"Karen K
1 contribution
0
Great DC Tour with Dee
July 2025 • Family
Perfect amount of time to see all the main attractions. Highly recommend for anyone who wants to see all the sites and do so in 2 hours.
Written 31 July 2025
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,3CB2756D-5C05-4B0A-A543-6E9C21D0C2E3,Trip Advisor,Nomad57543238717,5,5,Great experience,Jorge was knowledgeable and very friendly. The stories behind the buildings and statues helped to build my understanding of the development of San Jose and Costa Rica. I had a fantastic experience.,Jun-25,Friends,https://www.tripadvisor.com.au/ShowUserReviews-g309293-d11450798-r1014761626-San_Jose_By_Night_Sights_Culture_Tour_with_Local_Dinner-San_Jose_San_Jose_Metr.html,23-Jun-25,"Nomad57543238717
1 contribution
0
Come on.
June 2025 • Friends
very cool with very friendly staff and very generous thanks to them it was great, I will definitely come back pass it is very nice
Read more
Automatically translated
Written 23 June 2025
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,3D761F57-90F6-4772-94E6-B002C4635A44,Trip Advisor,Mandy M,5,5,Amazing Broadway tour,"This was amazing ..personal tour and our guide was an actress as well, what she knew and showed us was amazing .. we finished at a piano bar and stayed on - an incredible night",Jun-24,Family,https://www.tripadvisor.com.au/ShowUserReviews-g60763-d26520938-r955217502-New_York_Private_Broadway_Experience_with_a_Drink-New_York_City_New_York.html,15-Jun-24,"Mandy M
6 contributions
0
Amazing Broadway tour
June 2024 • Family
This was amazing ..personal tour and our guide was an actress as well, what she knew and showed us was amazing .. we finished at a piano bar and stayed on - an incredible night
Written 15 June 2024
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,47A3CBA1-8ED8-4DF4-8417-7077AC21BCF6,Trip Advisor,JaniceB,5,5,Top Tour of Religious Sights,Had a fantastic tour with Afif and Rachid the driver. Very knowledgeable and helpful with where to take great photos. Had access to sites that were closed and didn't rush us at all.,Oct-24,Couples,https://www.tripadvisor.com.au/ShowUserReviews-g293732-d15016657-r973930892-Casablanca_s_Soul_Private_Religious_Tour_Hassan_II_Mosque-Casablanca_Casablanca.html,14-Oct-24,"JaniceB
9 contributions
2
Top Tour of Religious Sights
Oct 2024 • Couples
Had a fantastic tour with Afif and Rachid the driver. Very knowledgeable and helpful with where to take great photos. Had access to sites that were closed and didn't rush us at all.
Read more
Written 14 October 2024
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,491633D0-0026-441E-B20E-C5702C3738F3,Trip Advisor,Steph C,5,5,Very yummy and authentic experience!,"What an experience!

My family and I had a great time with Komang. We loved going to the night food market and trying some traditional Balinese dishes. They were all really yummy and unique.

Komang spoke incredible English and was very friendly. He even taught us some phrases in the local Balinese language. He was very kind and attentive, ensuring we had everything we needed at all times.

This was a brilliant tour and is definitely something you should do if you’re looking for an authentic and local experience.",Feb-25,Family,https://www.tripadvisor.com.au/ShowUserReviews-g13953826-d12561050-r992294174-Bali_Small_Group_Street_Food_Tour-Danginpuri_Kelod_Denpasar_Bali.html,5-Feb-25,"Steph C
7 contributions
0
Very yummy and authentic experience!
Feb 2025 • Family
What an experience!

My family and I had a great time with Komang. We loved going to the night food market and trying some traditional Balinese dishes. They were all really yummy and unique.

Komang spoke incredible English and was very friendly. He even taught us some phrases in the local Balinese language. He was very kind and attentive, ensuring we had everything we needed at all times.

This was a brilliant tour and is definitely something you should do if you’re looking for an authentic and local experience.
Read more
Written 5 February 2025
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
,4B27C1D6-C58B-4E03-81AE-52D813E34959,Trip Advisor,Hugo B,5,5,The stories of Boston,"The tour was expansive of downtown Boston yet felt super precise in the stories of locals, businesses and history. As we wound our way around the neighborhoods of Boston each corner presented itself with unique qualities and Bob, our tour guide, did an incredible way of linking it all together. Highly recommend for someone looking to get a lot of Boston in a short amount of time. I learned a lot!",Aug-25,Couples,https://www.tripadvisor.com.au/ShowUserReviews-g60745-d14071144-r1023788362-Boston_A_Food_History_Journey_from_North_End_to_Freedom_Trail-Boston_Massachuse.html,11-Aug-25,"Hugo B
Portland, OR1 contribution
0
The stories of Boston
Aug 2025
The tour was expansive of downtown Boston yet felt super precise in the stories of locals, businesses and history. As we wound our way around the neighborhoods of Boston each corner presented itself with unique qualities and Bob, our tour guide, did an incredible way of linking it all together. Highly recommend for someone looking to get a lot of Boston in a short amount of time. I learned a lot!
Written 11 August 2025
This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more."
